Название монеты,Тикер,Ссылка,Цена 
CitiOs,R2R,https://coinmarketcap.com/currencies/citios/,0.00
MoonBeans,BEANS,https://coinmarketcap.com/currencies/moonbeans/,0.75
NFTSwaps,SWAPS,https://coinmarketcap.com/currencies/nftswaps/,0.00
Colibri Protocol,CLBR,https://coinmarketcap.com/currencies/colibri/,0.00
ELIS,XLS,https://coinmarketcap.com/currencies/elis/,0.33
nHBTC,N0001,https://coinmarketcap.com/currencies/nhbtc/,0.03
ASYAGRO,ASY,https://coinmarketcap.com/currencies/asyagro/,0.01
Solcats,MEOW,https://coinmarketcap.com/currencies/solcats/,0.00
Axiom,AXIOM,https://coinmarketcap.com/currencies/axiom/,0.00
bDollar Share,SBDO,https://coinmarketcap.com/currencies/bdollar-share/,3.79
RAL RUNE - Rune.Game,RAL,https://coinmarketcap.com/currencies/ral-rune---rune-game/,0.29
Unlimited FiscusFYI,UFFYI,https://coinmarketcap.com/currencies/unlimited-fiscusfyi/,0.00
Pigeonsol,PGNT,https://coinmarketcap.com/currencies/pigeonsol/,0.00
JDI Yield,JDI,https://coinmarketcap.com/currencies/jdi-yield/,0.0007852
MongooseCoin,MONGOOSE,https://coinmarketcap.com/currencies/mongoosecoin/,0.000009571
Hanacoin,HANA,https://coinmarketcap.com/currencies/hanacoin/,0.0003968
Cipher,CPR,https://coinmarketcap.com/currencies/cipher-v2/,0.000002634
Mercury,MER,https://coinmarketcap.com/currencies/mercury/,0.001984
HEL RUNE - Rune.Game,HEL,https://coinmarketcap.com/currencies/hel-rune---rune-game/,0.272
Flourish Coin,FLRS,https://coinmarketcap.com/currencies/flourish-coin/,0.0...02011
Stoned Ape Crew Index,SAC,https://coinmarketcap.com/currencies/stoned-ape-crew-index/,9.07
Crypto Cricket Club,3Cs,https://coinmarketcap.com/currencies/crypto-cricket-club/,0.003968
THENODE,THE,https://coinmarketcap.com/currencies/thenode/,0.003001
Xank,XANK,https://coinmarketcap.com/currencies/xank/,0.00
Eternal Oasis,ETOS,https://coinmarketcap.com/currencies/eternal-oasis/,0.75
Upper Dollar,USDU,https://coinmarketcap.com/currencies/upper-dollar/,0.84
Snowtomb,STOMB,https://coinmarketcap.com/currencies/snowtomb/,0.66
Circlepod,CPX,https://coinmarketcap.com/currencies/circlepod/,0.00
CFX Quantum,CFXQ,https://coinmarketcap.com/currencies/cfx-quantum/,0.01
Hub - Human Trust Protocol,HUB,https://coinmarketcap.com/currencies/hub-human-trust-protocol/,0.00
Daikokuten Sama,DKKS,https://coinmarketcap.com/currencies/daikokuten-sama/,0.00
Mero,MERO,https://coinmarketcap.com/currencies/mero/,0.00
Vendit,VNDT,https://coinmarketcap.com/currencies/vendit/,0.00
MiniFlokiADA,MFLOKIADA,https://coinmarketcap.com/currencies/miniflokiada/,0.00
King Arthur,BKING,https://coinmarketcap.com/currencies/king-arthur/,0.00
Pizza Pug Coin,PPUG,https://coinmarketcap.com/currencies/pizza-pug-coin/,0.00
Future,FTR,https://coinmarketcap.com/currencies/future/,0.85
Solana Nut,SOLNUT,https://coinmarketcap.com/currencies/solana-nut/,0.00
Nausicaa-Inu,NAUSICAA,https://coinmarketcap.com/currencies/nausicaa-inu/,0.00
Wrapped TurtleCoin,WTRTL,https://coinmarketcap.com/currencies/wrapped-turtlecoin/,1.29
Mondo Community Coin,MNDCC,https://coinmarketcap.com/currencies/mondo-community-coin/,0.22
SHENG,SHENG,https://coinmarketcap.com/currencies/sheng/,0.00
Nesten,NIT,https://coinmarketcap.com/currencies/nesten/,0.13
Paricle Technology,PART,https://coinmarketcap.com/currencies/paricle-technology/,0.01
SaveToken,SAVE,https://coinmarketcap.com/currencies/savetoken/,0.00
ProperSix,PSIX,https://coinmarketcap.com/currencies/propersix/,0.00
Solhero Finance,HERO,https://coinmarketcap.com/currencies/solhero-finance/,0.00
SWERVE Protocol,SWERVE,https://coinmarketcap.com/currencies/swerve-protocol/,0.00
Papel Token,PAPEL,https://coinmarketcap.com/currencies/papel-token/,0.00
Ovato,OVO,https://coinmarketcap.com/currencies/ovato/,4.93
BabylonDAO,BBY,https://coinmarketcap.com/currencies/babylondao/,20.82
eEat,EEAT,https://coinmarketcap.com/currencies/eeat/,0.00
Oracolxor,XOR,https://coinmarketcap.com/currencies/oracolxor/,0.00
DoggyStyle Coin,DSC,https://coinmarketcap.com/currencies/doggystyle-coin/,0.00
SelfBar,SBAR,https://coinmarketcap.com/currencies/selfbar/,1.26
Upper Pound,GBPU,https://coinmarketcap.com/currencies/upper-pound/,0.44
Mistel Finance,MISTEL,https://coinmarketcap.com/currencies/mistel-finance/,0.00
Sadbaby,SDBY,https://coinmarketcap.com/currencies/sadbaby/,0.00
Genebank Token,GNBT,https://coinmarketcap.com/currencies/genebank-token/,0.02
Vive La Bouje,VIVE,https://coinmarketcap.com/currencies/vive-la-bouje/,0.00
Crystal,CRYSTAL,https://coinmarketcap.com/currencies/crystal/,0.00
Rivermount,RM,https://coinmarketcap.com/currencies/rivermount/,0.00
Kongtama,KONGTAMA,https://coinmarketcap.com/currencies/kongtama/,0.00
PolyDragon,DGOLD,https://coinmarketcap.com/currencies/polydragon/,0.00
Wrapped NewYorkCoin,WNYC,https://coinmarketcap.com/currencies/wrapped-newyorkcoin/,0.00
concertVR-Token,CVT,https://coinmarketcap.com/currencies/concertvr-token/,0.00
XBN Community Token,XBC,https://coinmarketcap.com/currencies/xbn-community-token/,0.00
Crypto Village Accelerator,CVAG,https://coinmarketcap.com/currencies/new-crypto-village-accelerator/,0.00
Whirl Finance,WHIRL,https://coinmarketcap.com/currencies/whirl-finance/,0.00
Rocket Finance,ROCKET,https://coinmarketcap.com/currencies/rocket-finance/,0.01
AgaveCoin,AGVC,https://coinmarketcap.com/currencies/agavecoin/,0.00
ILUS Coin,ILUS,https://coinmarketcap.com/currencies/ilus-coin/,0.23
TSA NFT,TSA,https://coinmarketcap.com/currencies/tsa-nft/,0.00
Metaverse Exchange,METACEX,https://coinmarketcap.com/currencies/metaverse-exchange/,0.00
Advanced Internet Blocks,AIB,https://coinmarketcap.com/currencies/advanced-internet-blocks/,0.00
Ubiner,UBIN,https://coinmarketcap.com/currencies/ubiner/,0.00
Balisari,BST,https://coinmarketcap.com/currencies/balisari/,0.00
Cosmic Coin,COSMIC,https://coinmarketcap.com/currencies/cosmic-coin/,0.01
Okex Fly,OKFLY,https://coinmarketcap.com/currencies/okex-fly/,0.00
Defi,DEFI,https://coinmarketcap.com/currencies/defi/,0.05
Answerly,ANSR,https://coinmarketcap.com/currencies/answerly/,0.01
Buff Samo,BSAMO,https://coinmarketcap.com/currencies/buff-samo/,0.00
Influencer,IMI,https://coinmarketcap.com/currencies/imi/,0.04
MMAON,MMAON,https://coinmarketcap.com/currencies/mmaon/,0.01
Hatch DAO,HATCH,https://coinmarketcap.com/currencies/hatch-dao/,0.00
Crypto Royale,ROY,https://coinmarketcap.com/currencies/crypto-royale/,0.02
Minimals,MMS,https://coinmarketcap.com/currencies/minimals/,0.00
Solana CUM,SCUM,https://coinmarketcap.com/currencies/solana-cum/,0.00
ELD RUNE - Rune.Game,ELD,https://coinmarketcap.com/currencies/eld-rune---rune-game/,0.81
Chainpay,CPAY,https://coinmarketcap.com/currencies/chainpay/,0.01
Carillonium finance,CAROM,https://coinmarketcap.com/currencies/carillonium-finance/,0.00
Oppa,OPPA,https://coinmarketcap.com/currencies/oppa/,0.00
GombShare,GSHARE,https://coinmarketcap.com/currencies/gombshare/,0.79
CloudCoin,CCE,https://coinmarketcap.com/currencies/cloudcoin/,0.02
Draco.Finance,DRACO,https://coinmarketcap.com/currencies/draco-finance/,0.01
Snowdog,SDOG,https://coinmarketcap.com/currencies/snowdog/,1.08
RiskMoon,RISKMOON,https://coinmarketcap.com/currencies/riskmoon/,0.00
Axion,AXN,https://coinmarketcap.com/currencies/axion/,0.00
Rose Finance,ROF,https://coinmarketcap.com/currencies/rose-finance/,0.00
Promise,PROMISE,https://coinmarketcap.com/currencies/promise/,0.00
LegalBlock,LBK,https://coinmarketcap.com/currencies/legalblock/,0.00
Tribeland,TRBL,https://coinmarketcap.com/currencies/tribeland/,0.00
Paw V2,PAW,https://coinmarketcap.com/currencies/paw-v2/,0.00
Shikage,SHKG,https://coinmarketcap.com/currencies/shikage/,0.00
Dickcoin,DICK,https://coinmarketcap.com/currencies/dickcoinmoon/,0.00
OC Protocol,OCP,https://coinmarketcap.com/currencies/oc-protocol/,0.00
Litecash,CASH,https://coinmarketcap.com/currencies/litecash/,0.00
FutureFi,FUFI,https://coinmarketcap.com/currencies/futurefi/,0.01
SafeGem.Finance,GEMS,https://coinmarketcap.com/currencies/safegem-finance/,0.00
HeartBout Pay,HP,https://coinmarketcap.com/currencies/heartbout-pay/,0.00
Nio tokenized stock FTX,NIO,https://coinmarketcap.com/currencies/nio-tokenized-stock-ftx/,17.15
Waffle,WAF,https://coinmarketcap.com/currencies/waffle/,0.00
Dark,D4RK,https://coinmarketcap.com/currencies/dark/,0.06
JSB FOUNDATION,JSB,https://coinmarketcap.com/currencies/jsb-foundation/,0.005216
Fraktionalized THUG 2856,THUG,https://coinmarketcap.com/currencies/fraktionalized-thug-2856/,0.2907
BakerGuild,BAKER,https://coinmarketcap.com/currencies/bakerguild/,0.000001265
HOGT,HOGT,https://coinmarketcap.com/currencies/hogt/,0.0009355
Keeshond Coin,KSH,https://coinmarketcap.com/currencies/keeshond-coin/,0.000002271
wanSUSHI,WANSUSHI,https://coinmarketcap.com/currencies/wansushi/,3.29
Fantasm FSM,FSM,https://coinmarketcap.com/currencies/fantasm-fsm/,0.01598
PHILLIPS PAY COIN,PPC,https://coinmarketcap.com/currencies/philips-pay-coin/,0.001
FINANCIAL INVESTMENT TOKEN,FIT,https://coinmarketcap.com/currencies/financial-investment-token/,0.0001
My DeFi Legends,DLEGENDS,https://coinmarketcap.com/currencies/my-defi-legends/,0.00007688
Summit Defi,SUMMIT,https://coinmarketcap.com/currencies/summit-defi/,0.02
Polybius,PLBT,https://coinmarketcap.com/currencies/polybius/,1.86
ZeLoop Eco Reward,ERW,https://coinmarketcap.com/currencies/zeloop-eco-reward/,0.00
OBIC,OBIC,https://coinmarketcap.com/currencies/obic/,0.02
The Philosophers Stone,TPOS,https://coinmarketcap.com/currencies/the-philosophers-stone/,0.02
Solit,SLT,https://coinmarketcap.com/currencies/solit/,0.00
The Starship Finance,BIP,https://coinmarketcap.com/currencies/the-starship-finance/,0.00
Crypto Mushroomz,SHROOMZ,https://coinmarketcap.com/currencies/crypto-mushroomz/,0.00
Theca,THECA,https://coinmarketcap.com/currencies/theca/,0.02
Aspire,ASP,https://coinmarketcap.com/currencies/aspire/,0.00
HUMAN,HUMAN,https://coinmarketcap.com/currencies/human-coin/,0.00
Trism,TRISM,https://coinmarketcap.com/currencies/trism/,0.15
Promodio,PMD,https://coinmarketcap.com/currencies/promodio/,0.00
Zurcoin,ZUR,https://coinmarketcap.com/currencies/zurcoin/,0.00
wanLINK,WANLINK,https://coinmarketcap.com/currencies/wanlink/,11.51
RUSH,RUC,https://coinmarketcap.com/currencies/rush/,0.03
Archimedes,ACMD,https://coinmarketcap.com/currencies/archimedes/,0.00
Orange,ORG,https://coinmarketcap.com/currencies/orange/,0.00
Myriad Social,MYRIA,https://coinmarketcap.com/currencies/myriad-social/,0.00
pDollar,PDO,https://coinmarketcap.com/currencies/pdollar/,0.15
CAT.trade Protocol,CATX,https://coinmarketcap.com/currencies/cat-trade-protocol/,0.00
Dogelana,DGLN,https://coinmarketcap.com/currencies/dogelana-com/,0.00
BitcoinRegular,BTRL,https://coinmarketcap.com/currencies/bitcoinregular/,0.06
Counos Coin,CCA,https://coinmarketcap.com/currencies/counos-coin/,2.00
MYCE,YCE,https://coinmarketcap.com/currencies/myce/,0.00
wanBTC,WANBTC,https://coinmarketcap.com/currencies/wanbtc/,180.71
wanUNI,WANUNI,https://coinmarketcap.com/currencies/wanuni/,2.56
Mickey,MCK,https://coinmarketcap.com/currencies/mickey/,0.00
Altbet,ABET,https://coinmarketcap.com/currencies/altbet/,0.00
HoboNickels,HBN,https://coinmarketcap.com/currencies/hobonickels/,0.00
MintCoin,MINT,https://coinmarketcap.com/currencies/mintcoin/,0.00
Marscoin,MARS,https://coinmarketcap.com/currencies/marscoin/,0.05
ECC,ECC,https://coinmarketcap.com/currencies/eccoin/,0.00
Clams,CLAM,https://coinmarketcap.com/currencies/clams/,0.87
RabbitCoin,RBBT,https://coinmarketcap.com/currencies/rabbitcoin/,0.00
Quotient,XQN,https://coinmarketcap.com/currencies/quotient/,0.00
Bubble,BUB,https://coinmarketcap.com/currencies/bubble/,0.00
ClubCoin,CLUB,https://coinmarketcap.com/currencies/clubcoin/,0.01
AvatarCoin,AV,https://coinmarketcap.com/currencies/avatarcoin/,0.03
Francs,FRN,https://coinmarketcap.com/currencies/francs/,0.01
Aces,ACES,https://coinmarketcap.com/currencies/aces/,0.00
PROUD Money,PROUD,https://coinmarketcap.com/currencies/proud-money/,0.00
Lykke,LKK,https://coinmarketcap.com/currencies/lykke/,0.01
BlazerCoin,BLAZR,https://coinmarketcap.com/currencies/blazercoin/,0.00
Electra,ECA,https://coinmarketcap.com/currencies/electra/,0.00
Everus,EVR,https://coinmarketcap.com/currencies/everus/,0.00
SpankChain,SPANK,https://coinmarketcap.com/currencies/spankchain/,0.01
Social Send,SEND,https://coinmarketcap.com/currencies/social-send/,0.00
United Traders Token,UTT,https://coinmarketcap.com/currencies/uttoken/,0.10
MOAC,MOAC,https://coinmarketcap.com/currencies/moac/,0.01
GreenPower,GRN,https://coinmarketcap.com/currencies/greenpower/,0.01
Engine,EGCC,https://coinmarketcap.com/currencies/engine/,0.00
Karatgold Coin,KBC,https://coinmarketcap.com/currencies/karatgold-coin/,0.00
Globalvillage Ecosystem,GVE,https://coinmarketcap.com/currencies/globalvillage-ecosystem/,0.00
DACC,DACC,https://coinmarketcap.com/currencies/dacc/,0.00
ThingsOperatingSystem,TOS,https://coinmarketcap.com/currencies/thingsoperatingsystem/,0.00
Niobio,NBR,https://coinmarketcap.com/currencies/niobio/,0.08
Promotion Coin,PC,https://coinmarketcap.com/currencies/promotion-coin/,0.00
Ino Coin,INO,https://coinmarketcap.com/currencies/ino-coin/,1.40
ThoreCoin,THR,https://coinmarketcap.com/currencies/thorecoin/,11784.90
Netkoin,NTK,https://coinmarketcap.com/currencies/netkoin/,0.00
Obitan Chain,OBTC,https://coinmarketcap.com/currencies/obitan-chain/,0.00
KingXChain,KXC,https://coinmarketcap.com/currencies/kingxchain/,0.00
YUKI,YUKI,https://coinmarketcap.com/currencies/yuki/,0.00
Traceability Chain,TAC,https://coinmarketcap.com/currencies/traceability-chain/,0.01
ShineChain,SHE,https://coinmarketcap.com/currencies/shinechain/,0.00
eosBLACK,BLACK,https://coinmarketcap.com/currencies/eosblack/,0.00
GazeCoin,GZE,https://coinmarketcap.com/currencies/gazecoin/,0.01
BitUP Token,BUT,https://coinmarketcap.com/currencies/bitup-token/,0.00
SaveNode,SNO,https://coinmarketcap.com/currencies/savenode/,0.00
MEX,MEX,https://coinmarketcap.com/currencies/mex/,0.00
BUMO,BU,https://coinmarketcap.com/currencies/bumo/,0.00
MobilinkToken,MOLK,https://coinmarketcap.com/currencies/mobilinktoken/,0.00
Robotina,ROX,https://coinmarketcap.com/currencies/robotina/,0.02
CMITCOIN,CMIT,https://coinmarketcap.com/currencies/cmitcoin/,0.00
CARAT,CARAT,https://coinmarketcap.com/currencies/carat/,1.64
TRONCLASSIC,TRXC,https://coinmarketcap.com/currencies/tronclassic/,0.00
Wixlar,WIX,https://coinmarketcap.com/currencies/wixlar/,0.00
Quasarcoin,QAC,https://coinmarketcap.com/currencies/quasarcoin/,0.00
Dragon Token,DT,https://coinmarketcap.com/currencies/dragon-token/,4.25
HondaisCoin,HNDC,https://coinmarketcap.com/currencies/hondaiscoin/,0.00
MediBit,MEDIBIT,https://coinmarketcap.com/currencies/medibit/,0.00
Bgogo Token,BGG,https://coinmarketcap.com/currencies/bgogo-token/,0.00
Earneo,RNO,https://coinmarketcap.com/currencies/earneo/,0.02
CENTERCOIN,CENT,https://coinmarketcap.com/currencies/centercoin/,0.00
WEBN token,WEBN,https://coinmarketcap.com/currencies/webn-token/,0.00
RoboCalls,RC20,https://coinmarketcap.com/currencies/robocalls/,0.00
Jewel,JWL,https://coinmarketcap.com/currencies/jewel/,0.25
Big Bang Game Coin,BBGC,https://coinmarketcap.com/currencies/big-bang-game-coin/,0.00
WHEN Token,WHEN,https://coinmarketcap.com/currencies/when-token/,0.00
bitCEO,BCEO,https://coinmarketcap.com/currencies/bitceo/,0.01165
V-Dimension,VOLLAR,https://coinmarketcap.com/currencies/v-dimension/,0.3421
ThoreNext,THX,https://coinmarketcap.com/currencies/thorenext/,0.00992
VENJOCOIN,VJC,https://coinmarketcap.com/currencies/venjocoin/,0.03968
Tratok,TRAT,https://coinmarketcap.com/currencies/tratok/,0.02032
One DEX,ODEX,https://coinmarketcap.com/currencies/one-dex/,0.0000003968
Vodi X,VDX,https://coinmarketcap.com/currencies/vodi-x/,0.0005114
TCASH,TCASH,https://coinmarketcap.com/currencies/tcash/,0.00204
BlockStamp,BST,https://coinmarketcap.com/currencies/blockstamp/,0.03174
SpectreSecurityCoin,XSPC,https://coinmarketcap.com/currencies/spectre-security-coin/,0.000119
USDQ,USDQ,https://coinmarketcap.com/currencies/usdq/,0.97
Native Utility Token,NUT,https://coinmarketcap.com/currencies/native-utility-token/,0.71
MGC Token,MGC,https://coinmarketcap.com/currencies/mgc-token/,0.00
Eco Value Coin,EVC,https://coinmarketcap.com/currencies/eco-value-coin/,0.00
NOIZ,NOIZ,https://coinmarketcap.com/currencies/noizchain/,0.04
EXOR,EXOR,https://coinmarketcap.com/currencies/exor/,0.00
GLOBEX,GEX,https://coinmarketcap.com/currencies/globex/,0.00
Zer-Dex,ZDX,https://coinmarketcap.com/currencies/zer-dex/,0.01
Opennity,OPNN,https://coinmarketcap.com/currencies/opennity/,0.00
Xenoverse,XENO,https://coinmarketcap.com/currencies/xenoverse/,0.00
Crex Token,CREX,https://coinmarketcap.com/currencies/crex-token/,0.67
DeepCloud AI,DEEP,https://coinmarketcap.com/currencies/deepcloud-ai/,0.00
Sucrecoin,XSR,https://coinmarketcap.com/currencies/sucrecoin/,0.00
UltrAlpha,UAT,https://coinmarketcap.com/currencies/ultralpha/,0.01
BitcoinSoV,BSOV,https://coinmarketcap.com/currencies/bitcoinsov/,0.01
Junsonmingchncoin,JMC,https://coinmarketcap.com/currencies/junsonmingchncoin/,0.00
BITICA COIN,BDCC,https://coinmarketcap.com/currencies/bdcc-bitica-coin/,1.82
Electronero,ETNX,https://coinmarketcap.com/currencies/electronero/,0.00
Secure Cash,SCSX,https://coinmarketcap.com/currencies/secure-cash/,0.01
VENA,VENA,https://coinmarketcap.com/currencies/vena/,0.00
Voltz,VOLTZ,https://coinmarketcap.com/currencies/voltz/,0.03
Lightyears,YEAR,https://coinmarketcap.com/currencies/lightyears/,0.02
Sombe,SBE,https://coinmarketcap.com/currencies/sombe/,0.00
City Coin,CITY,https://coinmarketcap.com/currencies/city-coin/,0.11
LEXIT,LEXI,https://coinmarketcap.com/currencies/lexit/,0.04
dForce USDx,USDX,https://coinmarketcap.com/currencies/dforce-usdx/,0.80
Gomics,GOM,https://coinmarketcap.com/currencies/gomics/,0.00
Sierracoin,SIERRA,https://coinmarketcap.com/currencies/sierracoin/,0.00
Tepleton,TEP,https://coinmarketcap.com/currencies/tepleton/,0.00
Global X Change Token,GXT,https://coinmarketcap.com/currencies/global-x-change-token/,0.01
BitcoinV,BTCV,https://coinmarketcap.com/currencies/bitcoinv/,0.00
FinexboxToken,FNB,https://coinmarketcap.com/currencies/finexboxtoken/,1.16
DMme,DMME,https://coinmarketcap.com/currencies/dmme/,0.00
NOVA,NOVA,https://coinmarketcap.com/currencies/nova/,0.00
Schilling-Coin,SCH,https://coinmarketcap.com/currencies/schilling-coin/,0.00
Marshal Lion Group Coin,MLGC,https://coinmarketcap.com/currencies/marshal-lion-group-coin/,0.00
Bankroll Network,BNKR,https://coinmarketcap.com/currencies/bankroll-network/,0.03
Aerotoken,AET,https://coinmarketcap.com/currencies/aerotoken/,0.01
Newsolution,NST,https://coinmarketcap.com/currencies/newsolution/,0.00
Sesameseed,SEED,https://coinmarketcap.com/currencies/sesameseed/,0.02
BuySell,BULL,https://coinmarketcap.com/currencies/buysell/,0.00
Global Reserve System,GLOB,https://coinmarketcap.com/currencies/global-reserve-system/,1.52
FRED Energy,FRED,https://coinmarketcap.com/currencies/fred-energy/,0.00
Universe Coin,UNIS,https://coinmarketcap.com/currencies/universe-coin/,0.00
AfroDex,AfroX,https://coinmarketcap.com/currencies/afrodex/,0.00
Bitcoffeen,BFF,https://coinmarketcap.com/currencies/bitcoffeen/,0.00
Bitcoin Pro,BTCP,https://coinmarketcap.com/currencies/bitcoin-pro/,42.22
KONJUNGATE,KONJ,https://coinmarketcap.com/currencies/konjungate/,0.00
LinkArt,LAR,https://coinmarketcap.com/currencies/linkart/,0.00
Emrals,EMRALS,https://coinmarketcap.com/currencies/emrals/,0.01
QUEENBEE,QBZ,https://coinmarketcap.com/currencies/queenbee/,0.00
The Tokenized Bitcoin,imBTC,https://coinmarketcap.com/currencies/the-tokenized-bitcoin/,39317.67
SuperSkynet,SSN,https://coinmarketcap.com/currencies/superskynet/,0.00
0cash,ZCH,https://coinmarketcap.com/currencies/0cash/,0.00
Bonorum,BONO,https://coinmarketcap.com/currencies/bonorum/,0.94
GermanCoin,GCX,https://coinmarketcap.com/currencies/germancoin/,0.00
Largo Coin,LRG,https://coinmarketcap.com/currencies/largo-coin/,0.11
Cofinex,CNX,https://coinmarketcap.com/currencies/cofinex-coin/,0.05
RAKUN,RAKU,https://coinmarketcap.com/currencies/rakun/,0.01
Five Star Coin,FSC,https://coinmarketcap.com/currencies/five-star-coin/,0.05
Dexchain,DXC,https://coinmarketcap.com/currencies/mydexpay/,0.00
GoalTime N,GTX,https://coinmarketcap.com/currencies/goaltime-n/,0.00
ODE,ODE,https://coinmarketcap.com/currencies/ode/,103.83
B ONE PAYMENT,B1P,https://coinmarketcap.com/currencies/b-one-payment/,0.00
Scopuly,SCOP,https://coinmarketcap.com/currencies/scopuly-coin/,0.05
Charg Coin,CHG,https://coinmarketcap.com/currencies/charg-coin/,0.59
Unknown Fair Object,UFO,https://coinmarketcap.com/currencies/unknown-fair-object/,0.73
BigBang Core,BBC,https://coinmarketcap.com/currencies/bigbang-core/,0.01
Mega Lottery Services Global,MLR,https://coinmarketcap.com/currencies/mega-lottery-services-global/,0.00
Entherfound,ETF,https://coinmarketcap.com/currencies/entherfound/,0.00
Jack Token,JACK,https://coinmarketcap.com/currencies/jack-token/,0.48
EarnBet,BET,https://coinmarketcap.com/currencies/earnbet/,0.03
BLOCKIDCOIN,BID,https://coinmarketcap.com/currencies/blockidcoin/,0.00
REBIT,KEYT,https://coinmarketcap.com/currencies/rebit/,0.00
Resfinex Token,RES,https://coinmarketcap.com/currencies/resfinex-token/,0.02
Idea Chain Coin,ICH,https://coinmarketcap.com/currencies/idea-chain-coin/,0.59
Litecoin SV,LSV,https://coinmarketcap.com/currencies/litecoin-sv/,0.36
VEHICLE DATA ARTIFICIAL INTELLIGENCE PLATFORM,VAIP,https://coinmarketcap.com/currencies/vehicle-data-artificial-intelligence-platform/,0.30
CryptoBet,CBET,https://coinmarketcap.com/currencies/cryptobet/,0.00
Fanaticos Cash,FCH,https://coinmarketcap.com/currencies/fanaticos-cash/,0.00
Vectorium,VECT,https://coinmarketcap.com/currencies/vectorium/,499.94
UniDollar,UNIUSD,https://coinmarketcap.com/currencies/unidollar/,0.00
DFOhub,BUIDL,https://coinmarketcap.com/currencies/dfohub/,0.64
SorachanCoin,SORA,https://coinmarketcap.com/currencies/sorachancoin/,0.01
ChainZ Arena,SOUL,https://coinmarketcap.com/currencies/chainz-arena/,0.05
BITCOINHEDGE,BTCHG,https://coinmarketcap.com/currencies/bitcoinhedge/,2.80
Aave TUSD,ATUSD,https://coinmarketcap.com/currencies/aave-tusd/,1.00
Aave LINK,ALINK,https://coinmarketcap.com/currencies/aave-link/,13.43
Aave SNX,ASNX,https://coinmarketcap.com/currencies/aave-snx/,5.92
Aave MKR,AMKR,https://coinmarketcap.com/currencies/aave-mkr/,1766.98
Aave BAT,ABAT,https://coinmarketcap.com/currencies/aave-bat/,0.728
Aave BUSD,ABUSD,https://coinmarketcap.com/currencies/aave-busd/,1.00
Aave DAI,ADAI,https://coinmarketcap.com/currencies/aave-dai/,0.9993
sBTC,SBTC,https://coinmarketcap.com/currencies/sbtc/,39615.92
sETH,SETH,https://coinmarketcap.com/currencies/seth/,2965.58
Ystar,YSR,https://coinmarketcap.com/currencies/ystar/,0.0001
STPAY,STP,https://coinmarketcap.com/currencies/stpay/,0.1887
Nokencoin,NOKN,https://coinmarketcap.com/currencies/nokencoin/,0.04837
BitCherry,BCHC,https://coinmarketcap.com/currencies/bitcherry/,0.004037
Cap,CAP,https://coinmarketcap.com/currencies/cap/,166.06
AntiscamToken,AST,https://coinmarketcap.com/currencies/antiscamtoken/,0.07
VN Token,VN,https://coinmarketcap.com/currencies/vn-token/,0.00
PUML Better Health,PUML,https://coinmarketcap.com/currencies/puml-better-health/,0.06
STONK,STONK,https://coinmarketcap.com/currencies/stonk/,0.00
NoleCoin,NOLE,https://coinmarketcap.com/currencies/nolecoin/,0.14
Bitpayer Token,BPT,https://coinmarketcap.com/currencies/bitpayer-token/,0.00
BELIEVER,BLVR,https://coinmarketcap.com/currencies/believer/,0.01
Bankroll Vault,VLT,https://coinmarketcap.com/currencies/bankroll-vault/,0.30
Decurian,ECU,https://coinmarketcap.com/currencies/decurian/,387.42
EcoDollar,ECOS,https://coinmarketcap.com/currencies/ecodollar/,0.00
snglsDAO,SGT,https://coinmarketcap.com/currencies/snglsdao/,0.00
BLOCKCLOUT,CLOUT,https://coinmarketcap.com/currencies/blockclout/,0.00
eFIN,EFIN,https://coinmarketcap.com/currencies/efin/,0.00
Karma DAO,KARMA,https://coinmarketcap.com/currencies/karma-dao/,0.02
PowerBalt,PWRB,https://coinmarketcap.com/currencies/powerbalt/,0.60
Trendering,TRND,https://coinmarketcap.com/currencies/trendering/,2.24
KIWI TOKEN,KIWI,https://coinmarketcap.com/currencies/kiwi-token/,0.00
Lung Protocol,L2P,https://coinmarketcap.com/currencies/lung-protocol/,0.00
Kids Cash,KASH,https://coinmarketcap.com/currencies/kids-cash/,0.08
Bit World Token,BWB,https://coinmarketcap.com/currencies/bw-token/,0.01
DigiMax DGMT,DGMT,https://coinmarketcap.com/currencies/digimax-dgmt/,0.00
MDUKEY,MDU,https://coinmarketcap.com/currencies/mdu/,0.00
Nilu,NILU,https://coinmarketcap.com/currencies/nilu/,0.00
888tron,888,https://coinmarketcap.com/currencies/888tron/,0.08
EIDOS,EIDOS,https://coinmarketcap.com/currencies/eidos/,0.00
3X Short Ethereum Classic Token,ETCBEAR,https://coinmarketcap.com/currencies/3x-short-ethereum-classic-token/,0.00
KYSC Token,KYSC,https://coinmarketcap.com/currencies/kysc-token/,0.00
BTC Network Demand Set II,BYTE,https://coinmarketcap.com/currencies/btc-network-demand-set-ii/,503.52
ETH 20 Day MA Crossover Set,ETH20SMACO,https://coinmarketcap.com/currencies/eth-20-day-ma-crossover-set/,2566.00
ETH 20 Day MA Crossover Yield Set,ETHMACOAPY,https://coinmarketcap.com/currencies/eth-20-day-ma-crossover-yield-set/,2426.86
ETH/BTC RSI Ratio Trading Set,ETHBTCRSI,https://coinmarketcap.com/currencies/eth-btc-rsi-ratio-trading-set/,1339.65
